"","id","case_","x_","y_","annual_100m","perennial_100m","shrub_100m","annual_500m","perennial_500m","shrub_500m","territory","sex"
"70",1,FALSE,547400.536665004,4802276.0499513,13.1818181818182,26.8181818181818,12.1818181818182,11.71,29.9433333333333,8.87666666666667,"HHGS_DS","female"
"71",1,FALSE,545551.870515676,4789484.78355797,66.8333333333333,5.83333333333333,2.25,62.5,7.39,3.27,"HHGS_DS","female"
"72",1,FALSE,547514.100199721,4798048.20230649,11.75,17,14.4166666666667,14.36,18.3633333333333,15.7833333333333,"HHGS_DS","female"
"73",1,FALSE,547655.310156908,4802324.73707231,17,24.5,6.5,12.9235880398671,26.4651162790698,8.49833887043189,"HHGS_DS","female"
"74",1,FALSE,548090.206463977,4799159.98998663,20.9090909090909,19.1818181818182,9.81818181818182,16.2833876221498,23.6807817589577,9.79153094462541,"HHGS_DS","female"
"75",1,FALSE,547753.641191407,4802581.62460038,11.8461538461538,32.9230769230769,6.76923076923077,12.7190635451505,30.4581939799331,8.34782608695652,"HHGS_DS","female"
"76",1,FALSE,549416.727482418,4799138.67738417,14.3333333333333,24.9166666666667,6.83333333333333,13.2152317880795,27.2384105960265,8.81456953642384,"HHGS_DS","female"
"77",1,FALSE,549632.318420259,4801958.3589751,19.9166666666667,33.1666666666667,9.83333333333333,16.2814569536424,31.976821192053,8.22185430463576,"HHGS_DS","female"
"78",1,FALSE,549303.434353968,4803678.07682996,12.1538461538462,38.2307692307692,11.2307692307692,10.1772575250836,36.9632107023411,10.8461538461538,"HHGS_DS","female"
"79",1,FALSE,547431.994260437,4796807.91523385,9.08333333333333,18.5,21.3333333333333,12.6588628762542,19.7658862876254,15.6688963210702,"HHGS_DS","female"
"80",1,FALSE,548859.771986432,4802545.54272353,15.9166666666667,30.3333333333333,8.33333333333333,16.7043189368771,31.1495016611296,7.41860465116279,"HHGS_DS","female"
"81",1,FALSE,548480.584734484,4799128.75393514,23.9166666666667,31.6666666666667,5,15.7350993377483,26.6688741721854,8.99006622516556,"HHGS_DS","female"
"82",1,FALSE,547793.783596489,4794674.08522399,18.8333333333333,27.9166666666667,4.75,16.4238410596026,31.0827814569536,7.86092715231788,"HHGS_DS","female"
"83",1,FALSE,549595.195178102,4806580.54411691,0,0,0,1.16216216216216,1.0777027027027,0.320945945945946,"HHGS_DS","female"
"84",1,FALSE,547051.022923953,4809726.38502158,8.08333333333333,44.3333333333333,11.0833333333333,12.1196013289037,40.2524916943522,10.1760797342193,"HHGS_DS","female"
"85",1,FALSE,547910.061681746,4806979.4717441,0,98.9090909090909,0,2.32441471571906,81.5953177257525,1.21739130434783,"HHGS_DS","female"
