"","case_","x_","y_","annual_100m","perennial_100m","shrub_100m","annual_500m","perennial_500m","shrub_500m"
"2715",FALSE,555005.653139918,4804240.66478235,0.0833333333333333,28.9166666666667,0,0.638795986622074,25.685618729097,0.214046822742475
"2716",FALSE,559631.060564832,4780787.52098304,6.63636363636364,9.63636363636364,23.9090909090909,5.92786885245902,8.65573770491803,23.544262295082
"2717",FALSE,536925.572444838,4787715.49735157,20,13.6666666666667,21.25,13.7109634551495,15.0697674418605,21.1362126245847
"2718",FALSE,611863.54301697,4777439.4535725,4.45454545454545,16.5454545454545,15.9090909090909,5.95,21.8666666666667,14.29
"2719",FALSE,613695.001263969,4768969.27699142,25.25,23.25,0,20.2842809364548,20.685618729097,0.481605351170569
"2720",FALSE,590619.362155788,4785270.88381884,6.25,11.25,6.83333333333333,7.60942760942761,19.1582491582492,6.54882154882155
"2721",FALSE,548581.276306299,4783543.38754872,27.75,18.75,9.16666666666667,21.8233333333333,18.97,10.5233333333333
"2722",FALSE,592465.566322666,4752301.43331159,0,0,0,0,0.0166666666666667,0
"2723",FALSE,566542.036873373,4786275.74640071,9.30769230769231,29.5384615384615,6.69230769230769,10.0833333333333,28.41,6.72666666666667
"2724",FALSE,568274.542110384,4790266.06681384,10.6363636363636,21.3636363636364,19.2727272727273,10.7068403908795,20.9087947882736,16.928338762215
"2725",FALSE,553686.263660549,4797938.18140353,19.75,16.4166666666667,4.16666666666667,19.158940397351,18.523178807947,5.31788079470199
"2726",FALSE,594033.883766604,4756047.39269651,21.6428571428571,19.4285714285714,6.07142857142857,24.8316498316498,19.6228956228956,5.84511784511785
"2727",FALSE,569384.143361615,4788578.78782518,9.75,30.9166666666667,9.66666666666667,9.72,33.18,8.30666666666667
"2728",FALSE,586030.669121622,4765136.16540228,11,17.3333333333333,8.91666666666667,9.9,18.89,9.33
"2729",FALSE,553691.049070368,4804131.49253156,15.2727272727273,28.0909090909091,13.2727272727273,15.1295681063123,26.8604651162791,12.78073089701
"2730",FALSE,551573.489366563,4788074.0670776,6.45454545454545,15,24.5454545454545,8.98662207357859,18.5250836120401,21.0434782608696
"2731",FALSE,580250.364848002,4767518.71969729,11.9166666666667,15.3333333333333,8.83333333333333,11.4347826086957,14.7190635451505,7.79933110367893
"2732",FALSE,571206.537797282,4779541.2051331,17.6666666666667,8.16666666666667,3.5,15.67,9.86,4.78
"2733",FALSE,604927.43324667,4744214.02071827,27.7272727272727,7.81818181818182,9.54545454545454,18.1056105610561,10.6765676567657,9.61386138613861
"2734",FALSE,600995.828248127,4757119.39222913,22.1666666666667,14.3333333333333,3.16666666666667,21.4766666666667,13.34,6.55666666666667
