"","ID","sex","BANDING_DAY","BANDING_MONTH","BANDING_YEAR","B_COORD_PRECISION","B_REGION","B_LOC","B_LAT_DECIMAL_DEGREES","B_LON_DECIMAL_DEGREES","B_FLYWAY_CHR","BEARING_BBL","DISTANCE_BBL","E_REGION","E_LOC","E_COORD_PRECISION","E_LAT_DECIMAL_DEGREES","E_LON_DECIMAL_DEGREES","E_FLYWAY_CHR","E_PRESENT_CONDITION_CODE","E_COND","E_WHO","ENCOUNTER_DAY","ENCOUNTER_MONTH","ENCOUNTER_YEAR","dist_km","bearing_degs","avg_ExtAg","extB","extE","diffAg","B_TAVG_JULY","B_TMIN_MAY","B_TMIN_JULY","B_TMAX_MAY","B_TMAX_JULY","B_TMAX_AUG","B_TMAX_MAR","B_TMIN_MAR","B_TMAX_JAN","B_TMIN_JAN","B_TMIN_AUG","dispType30","dispType25","B_LAT_DD_10MINBLOCK","B_LON_DD_10MINBLOCK","E_LAT_DD_10MINBLOCK","E_LON_DD_10MINBLOCK","bearing_10MINBLOCK","dist_km_10minblock","E_WHO_BIN"
"84",1518,"F",9,7,1986,10,61,"New York",43.08333,-78.75,"Atlantic","NE",20.4,61,"New York",10,43.25,-78.41667,"Atlantic",7,"A","Agency",15,4,1987,32.8270297505327,55.5491740989543,0.778589055015242,0.66424735084918,0.876469734359123,0.212222383509943,0.27632349729538,2.3984580039978,0.944688737392426,1.74599969387054,-0.462632060050964,-1.40205955505371,3.50073480606079,1.42087602615356,1.03066504001617,1.9739795923233,0.849352240562439,1,1,43.0833333333333,-78.75,43.25,-78.4166666666667,55.5499728004373,32.8270440963474,"Researcher"
"85",1616,"M",18,6,1980,10,46,"Maryland",39.08333,-76.75,"Atlantic","SE",14.6,46,"Maryland",10,38.91667,-76.58333,"Atlantic",7,"A","Agency",2,4,1981,23.4685767163703,141.98061437944,0.234504282188997,0.0747568587603426,0.197706488605022,0.12294962984468,0.877424716949463,1.15945708751678,0.714583873748779,1.23343706130981,1.18583810329437,1.7414962053299,-0.564601123332977,-0.771604001522064,-2.52872633934021,-2.67713856697083,0.425983011722565,0,0,39.0833333333333,-76.75,38.9166666666667,-76.5833333333333,141.982282767379,23.4689825548489,"Researcher"
"86",1644,"M",28,6,1989,10,79,"Saskatchewan",55.08333,-106.08333,"Central","SE",558.5,45,"Manitoba",10,49.25,-96.91667,"Central",3,"D","Public",99,5,1990,901.183607613769,132.281050851876,0.313640102578991,0.274640731601103,0.31557555523298,0,2.03322744369507,0.668065428733826,1.44944071769714,0.262262791395187,2.49510097503662,1.44025075435638,4.8130030632019,5.84949588775635,4.80689811706543,3.98880934715271,-0.825595676898956,1,1,55.0833333333333,-106.083333333333,49.25,-96.9166666666667,132.281044635109,901.184172254271,"Public"
"87",1660,"F",8,6,1981,10,18,"Connecticut",41.91667,-73.41667,"Atlantic","N",69.6,61,"New York",10,42.91667,-73.25,"Atlantic",5,"D","Public",6,4,1982,111.925190887648,6.98412241286365,0.138034775530186,0.378284221222238,0.175787487298592,-0.202496733923646,0.662229776382446,0.30719992518425,0.854222178459167,1.17765963077545,0.393493145704269,-0.0632222443819046,0.0659605786204338,-0.833880603313446,-3.49147200584412,-4.41493511199951,1.60385930538177,1,1,41.9166666666667,-73.4166666666667,42.9166666666667,-73.25,6.98398452276156,111.925157288318,"Public"
"88",1684,"F",21,6,1986,10,91,"Wisconsin",44.58333,-87.91667,"Mississippi","NNE",97.6,49,"Michigan",10,45.91667,-87.25,"Mississippi",3,"D","Agency",3,4,1987,157.151838414882,19.2162127281062,0.17247674665297,0.00667731165626361,0.104949920162578,0.0982726085063144,0.896710097789764,1.68689274787903,1.28770565986633,1.66517651081085,0.188410565257072,-1.52173435688019,3.89904475212097,2.90860152244568,3.02315855026245,3.95863938331604,1.03383350372314,1,1,44.5833333333333,-87.9166666666667,45.9166666666667,-87.25,19.2162139060535,157.15105267608,"Researcher"
"89",1692,"F",13,6,1986,10,91,"Wisconsin",44.41667,-89.75,"Mississippi","SE",53.8,91,"Wisconsin",10,43.91667,-88.91667,"Mississippi",3,"D","Public",1,7,1987,86.7689541652961,129.522474727106,0.628618234926428,0.167223109304689,0.959790971113369,0.79256786180868,0.927851319313049,1.78757667541504,1.74325799942017,1.53597843647003,0.122253738343716,-1.87032628059387,4.33960437774658,3.67265248298645,3.60409688949585,4.83139228820801,-0.409688323736191,1,1,44.4166666666667,-89.75,43.9166666666667,-88.9166666666667,129.522359257409,86.7691618092464,"Public"
"90",1695,"F",30,6,1987,10,91,"Wisconsin",44.41667,-89.75,"Mississippi","SE",14.1,91,"Wisconsin",10,44.25,-89.58333,"Mississippi",7,"A","Bander",28,6,1988,22.7968630486169,144.272738160637,0.473135225929536,0.167223109304689,0.674698795180723,0.507475685876034,1.84891629219055,1.91762280464172,2.28090071678162,2.28921866416931,1.4485627412796,-0.634955704212189,1.57370138168335,1.53603363037109,-0.423485517501831,-1.25621902942657,-1.23309564590454,0,0,44.4166666666667,-89.75,44.25,-89.5833333333333,144.272738551573,22.7964073360659,"Researcher"
"91",1703,"M",21,6,1989,10,91,"Wisconsin",44.25,-89.58333,"Mississippi",NA,0,91,"Wisconsin",10,44.25,-89.58333,"Mississippi",7,"A","Bander",14,5,1990,0,NA,0.313640102578991,0.274640731601103,0.31557555523298,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,44.25,-89.5833333333333,44.25,-89.5833333333333,NA,0,"Researcher"
"92",1708,"M",15,7,1983,10,91,"Wisconsin",44.08333,-90.58333,"Mississippi","SW",14.2,91,"Wisconsin",10,43.91667,-90.75,"Mississippi",4,"D","Bander",21,6,1984,22.8389372557014,-144.116876721836,0.134618176133636,0.722746407316011,0.0762084482508347,-0.646537959065176,2.25438714027405,-1.76104438304901,2.47392082214355,-3.45040655136108,2.14043068885803,2.64455080032349,-2.24363446235657,-1.69342279434204,0.110623799264431,0.437111973762512,-1.51664209365845,0,0,44.0833333333333,-90.5833333333333,43.9166666666667,-90.75,-144.118509355522,22.8393813821948,"Researcher"
"93",1715,"M",12,8,2004,10,14,"California",33.75,-116.91667,"Pacific","W",68,14,"California",10,33.58333,-118.08333,"Pacific",7,"A","Agency",19,5,2005,109.768024367204,-99.3718234010929,0.0364380518406786,0.0830309188561475,0,-0.0830309188561475,0.563586413860321,1.59121644496918,0.397962123155594,2.50829410552979,0.515721559524536,0.335333108901978,0.300536930561066,1.3831433057785,0.00140650558751076,2.19964480400085,0.734475612640381,1,1,33.75,-116.916666666667,33.5833333333333,-118.083333333333,-99.3715771524866,109.768569501695,"Researcher"
"94",1748,"M",15,6,1984,10,91,"Wisconsin",44.41667,-89.58333,"Mississippi","S",583.4,82,"Tennessee",10,36.08333,-87.75,"Mississippi",7,"A","Agency",99,7,1985,938.314468153077,169.828910544174,0.726753300310463,0.927710843373494,0.137465524749601,-0.790245318623893,-0.575171947479248,-1.14974081516266,-0.489679872989655,-1.69313049316406,-0.677331626415253,1.22574400901794,3.49923229217529,3.67847657203674,-0.61990761756897,-0.8531494140625,2.69406867027283,1,1,44.4166666666667,-89.5833333333333,36.0833333333333,-87.75,169.828884866261,938.313785121074,"Researcher"
"95",1749,"F",30,6,1988,10,18,"Connecticut",41.91667,-73.41667,"Atlantic","E",42.8,18,"Connecticut",10,41.91667,-72.58333,"Atlantic",0,"D","Public",99,4,1989,69.1325868396598,89.7216412617901,0.0992673742453869,0.378284221222238,0.356365219915808,-0.0219190013064305,1.38145911693573,0.980437099933624,1.53262710571289,0.0205893516540527,1.32889080047607,1.51412487030029,0.598689615726471,-0.422987818717957,3.00073099136353,2.60303997993469,0.0995230376720428,1,1,41.9166666666667,-73.4166666666667,41.9166666666667,-72.5833333333333,89.7216435067236,69.1320373851448,"Public"
"96",1750,"U",13,7,1988,10,18,"Connecticut",41.91667,-73.41667,"Atlantic","W",8.6,61,"New York",10,41.91667,-73.58333,"Atlantic",5,"D","Public",10,4,1989,13.8259059131028,-89.944331448186,0.399078240673537,0.378284221222238,0.455363623167368,0.0770794019451299,1.38145911693573,0.980437099933624,1.53262710571289,0.0205893516540527,1.32889080047607,1.51412487030029,0.598689615726471,-0.422987818717957,3.00073099136353,2.60303997993469,1.7896341085434,0,0,41.9166666666667,-73.4166666666667,41.9166666666667,-73.5833333333333,-89.9443292249607,13.8264596907628,"Public"
"97",1752,"M",15,6,1990,10,18,"Connecticut",41.91667,-73.41667,"Atlantic","SE",75.8,18,"Connecticut",10,41.25,-72.25,"Atlantic",7,"A","Bander",12,4,1991,122.257280050803,126.885853389383,0.0905022059761499,0.378284221222238,0,-0.378284221222238,0.271619141101837,-0.288000136613846,0.966863811016083,-1.81569588184357,-0.349412709474564,-0.0464582964777946,2.04402923583984,2.12448501586914,1.0590763092041,0.693859338760376,1.9873241186142,1,1,41.9166666666667,-73.4166666666667,41.25,-72.25,126.88579462873,122.256836647893,"Researcher"
"98",1798,"F",10,6,1988,10,91,"Wisconsin",44.41667,-89.58333,"Mississippi","SW",14.1,91,"Wisconsin",10,44.25,-89.75,"Mississippi",5,"D","Agency",23,4,1989,22.7968630486169,-144.272738160637,0.551380684926918,0.927710843373494,0.217883582522863,-0.709827260850631,2.12209749221802,0.996155858039856,1.35398328304291,4.28965950012207,2.95757150650024,2.67562103271484,-1.28859734535217,-1.57988011837006,5.19779491424561,5.55137825012207,1.9873241186142,0,0,44.4166666666667,-89.5833333333333,44.25,-89.75,-144.272738551573,22.7964073360659,"Researcher"
"99",1801,"F",18,7,2001,10,17,"Colorado",39.75,-104.75,"Central","W",8.8,17,"Colorado",10,39.75,-104.91667,"Central",13,"A","Public",1,5,2002,14.2843598394125,-89.9467123284694,0.18600304833793,0.63115111046596,0,-0.63115111046596,1.72125422954559,0.926247477531433,1.98324310779572,0.191172674298286,1.71918916702271,0.924888134002686,0.161916792392731,-1.58147764205933,1.60808372497559,1.17853903770447,1.33162319660187,0,0,39.75,-104.75,39.75,-104.916666666667,-89.9467133942024,14.2840741580124,"Public"
"100",1824,"F",2,6,1991,10,36,"Iowa",41.75,-91.58333,"Mississippi","NNW",24.6,36,"Iowa",10,42.08333,-91.75,"Mississippi",7,"A","Bander",20,5,1992,39.5211046885187,-20.422928231971,0.403911373863471,0.582522862534475,0.456089417912614,-0.126433444621861,0.52783590555191,3.92650103569031,0.507164895534515,1.84480428695679,0.689539194107056,0.655320405960083,3.08351469039917,2.71995759010315,4.73081016540527,6.01036691665649,2.66825342178345,1,1,41.75,-91.5833333333333,42.0833333333333,-91.75,-20.422365502194,39.521354670663,"Researcher"
"101",1887,"F",23,5,1982,10,66,"Ohio",41.41667,-83.08333,"Mississippi","E",8.6,66,"Ohio",10,41.41667,-82.91667,"Mississippi",7,"A","Agency",4,5,1983,13.9332925316861,89.9448746765395,0.620010161126433,0.702424154449122,0.841631586587313,0.139207432138191,0.47690537571907,3.41886281967163,0.672994196414948,3.64242124557495,0.271188646554947,-1.13623011112213,2.46140694618225,1.72254502773285,1.67009055614471,3.03573513031006,1.16490006446838,0,0,41.4166666666667,-83.0833333333333,41.4166666666667,-82.9166666666667,89.9448724750723,13.9338505979016,"Researcher"
"102",1896,"M",18,6,1982,10,72,"Pennsylvania",40.75,-75.08333,"Atlantic","SW",43.4,72,"Pennsylvania",10,40.25,-75.58333,"Atlantic",5,"D","Other",27,7,1983,69.85026126059,-142.480376543569,0.393179762609288,0.449266947307301,0.403251560458702,-0.0460153868485992,0.0306396242231131,1.32037818431854,-0.0307973939925432,1.44638228416443,0.286879748106003,-1.46902084350586,1.09272909164429,2.2875189781189,0.950176239013672,1.84444165229797,0.759453117847443,1,1,40.75,-75.0833333333333,40.25,-75.5833333333333,-142.480376543569,69.85026126059,"Public"
"103",1954,"U",8,7,1985,10,4,"Alberta",51.58333,-111.25,"Pacific","SSW",37.4,4,"Alberta",10,51.08333,-111.58333,"Pacific",7,"A","Agency",14,4,1986,60.2831258862729,-157.203486423166,0.313640102578991,0.274640731601103,0.31557555523298,0,0.985773682594299,1.82276201248169,0.165528640151024,1.96295607089996,1.83438360691071,-1.46786153316498,7.3210620880127,7.99420118331909,10.5608758926392,11.4693145751953,-1.3313592672348,1,1,51.5833333333333,-111.25,51.0833333333333,-111.583333333333,-157.203282857732,60.2832147878183,"Researcher"
"104",1961,"F",21,6,1994,10,68,"Ontario",43.41667,-80.08333,"Atlantic","NW",14.2,68,"Ontario",10,43.58333,-80.25,"Atlantic",3,"D","Public",61,4,1995,22.9032105545241,-35.996919539764,0.313640102578991,0.274640731601103,0.31557555523298,0,0.65783965587616,-1.14097189903259,1.07992327213287,-1.30377316474915,0.138099551200867,-1.47830390930176,3.53595066070557,1.43488752841949,2.61653876304626,4.07985162734985,-1.73175096511841,0,0,43.4166666666667,-80.0833333333333,43.5833333333333,-80.25,-35.9952849364378,22.9036507097151,"Public"
"105",1986,"M",8,7,2004,10,66,"Ohio",40.41667,-83.08333,"Mississippi","SW",35,66,"Ohio",10,40.08333,-83.58333,"Mississippi",3,"D","Bander",20,6,2005,56.3890737243551,-130.864109205648,0.809107184488227,0.85861518362607,0.825228625344752,-0.0333865582813181,-0.385330229997635,2.90111327171326,0.402487903833389,2.17471766471863,-1.1786984205246,-2.00870513916016,-1.70702469348907,-1.02225124835968,1.30155324935913,1.88243913650513,-0.979218661785126,1,1,40.4166666666667,-83.0833333333333,40.0833333333333,-83.5833333333333,-130.863541760728,56.3885878229279,"Researcher"
"106",1997,"F",26,6,2003,10,68,"Ontario",42.91667,-80.91667,"Atlantic","N",46,68,"Ontario",10,43.58333,-80.91667,"Atlantic",7,"A","Public",19,7,2004,74.0643323298388,0,0.313640102578991,0.274640731601103,0.31557555523298,0,0.0393615774810314,0.33217054605484,0.50350546836853,-1.31316006183624,-0.486644238233566,0.965258419513702,2.21999168395996,2.78140497207642,-2.72549772262573,-2.82185387611389,-0.692818403244019,1,1,42.9166666666667,-80.9166666666667,43.5833333333333,-80.9166666666667,0,74.065072980581,"Public"
"107",2004,"F",8,6,1998,10,72,"Pennsylvania",40.75,-75.41667,"Atlantic","ESE",20.9,59,"New Jersey",10,40.58333,-75.08333,"Atlantic",4,"D","Public",20,6,1999,33.7198615181217,123.181722009325,0.414770350003842,0.508491798519379,0.57250689505008,0.0640150965307011,0.0415913760662079,2.79529285430908,0.220789954066277,1.8017041683197,-0.0692377462983131,1.07070422172546,0.182627782225609,-0.25275707244873,2.15811014175415,0.990879654884338,-0.589489221572876,1,1,40.75,-75.4166666666667,40.5833333333333,-75.0833333333333,123.181724843219,33.719186552428,"Public"
"108",2023,"F",26,6,1999,10,89,"Washington",47.25,-122.25,"Pacific",NA,0,89,"Washington",10,47.25,-122.25,"Pacific",4,"D","Public",7,7,2000,0,NA,0.313640102578991,0.274640731601103,0.31557555523298,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,47.25,-122.25,47.25,-122.25,NA,0,"Public"
"109",2027,"U",5,6,2003,10,33,"Idaho",43.41667,-116.25,"Pacific",NA,0,33,"Idaho",10,43.41667,-116.25,"Pacific",7,"A","Public",14,4,2004,0,NA,0.313640102578991,0.274640731601103,0.31557555523298,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,43.4166666666667,-116.25,43.4166666666667,-116.25,NA,0,"Public"
"110",2075,"F",2,6,1998,10,89,"Washington",47.41667,-122.25,"Pacific","S",23,89,"Washington",10,47.08333,-122.25,"Pacific",3,"D","Public",6,6,1999,37.0593133093052,-180,0.106890466113025,0.204093482363188,0.00711278850341123,-0.196980693859776,2.02171540260315,1.82050335407257,2.61961674690247,-0.930151343345642,1.58042657375336,2.1017689704895,0.212352752685547,0.260788351297379,1.6209534406662,2.45957207679749,1.63735449314117,1,1,47.4166666666667,-122.25,47.0833333333333,-122.25,-180,37.0585721378648,"Public"
"111",2080,"M",23,6,2008,10,91,"Wisconsin",44.25,-89.58333,"Mississippi","NW",14.1,91,"Wisconsin",10,44.41667,-89.75,"Mississippi",7,"A","Bander",11,6,2009,22.7968630486169,-35.6107874174135,0.455280675196483,0.581216431993032,0.270576281027725,-0.310640150965307,0.171240776777267,-1.59230494499207,0.492985963821411,-1.27536249160767,-0.0702112540602684,0.627067565917969,1.74313831329346,0.787279188632965,-2.3507227897644,-4.03339576721191,0.810216426849365,0,0,44.25,-89.5833333333333,44.4166666666667,-89.75,-35.6107893593935,22.7964073360659,"Researcher"
"112",2082,"F",23,6,2008,10,91,"Wisconsin",44.25,-89.58333,"Mississippi","E",33,91,"Wisconsin",10,44.25,-88.91667,"Mississippi",5,"D","Agency",27,4,2009,53.2450830222654,89.7674041549607,0.568505557063245,0.581216431993032,0.508056321672231,-0.0731601103208013,0.171240776777267,-1.59230494499207,0.492985963821411,-1.27536249160767,-0.0702112540602684,0.627067565917969,1.74313831329346,0.787279188632965,-2.3507227897644,-4.03339576721191,0.881747961044312,1,1,44.25,-89.5833333333333,44.25,-88.9166666666667,89.7674018289519,53.2456154754939,"Researcher"
"113",2100,"M",4,6,2001,10,72,"Pennsylvania",40.58333,-76.08333,"Atlantic","SW",34.9,72,"Pennsylvania",10,40.25,-76.58333,"Atlantic",5,"D","Public",7,5,2002,56.3102301251269,-130.933336981589,0.490610030483379,0.0780955145884744,0.549281463202206,0.471185948613732,-1.29724299907684,0.648002684116364,-1.37754118442535,0.898747265338898,-1.18459224700928,1.6782500743866,1.88118922710419,1.02063262462616,4.59072113037109,4.20485496520996,-0.43347579240799,1,1,40.5833333333333,-76.0833333333333,40.25,-76.5833333333333,-130.933621507543,56.3104726427635,"Public"
"114",2102,"M",28,6,2002,10,59,"New Jersey",41.08333,-74.58333,"Atlantic","SSW",106,21,"Delaware",10,39.75,-75.58333,"Atlantic",4,"D","Public",4,5,2003,170.654538236821,-149.851381850712,0.173528346873159,0,0,0,1.30594658851624,-0.843427658081055,1.2047119140625,-1.32640492916107,1.32467269897461,2.16990113258362,1.85321617126465,-0.739147663116455,-2.75642418861389,-1.9145085811615,-0.43347579240799,1,1,41.0833333333333,-74.5833333333333,39.75,-75.5833333333333,-149.851444257877,170.654858345407,"Public"
"115",2110,"U",26,5,2002,0,88,"Virginia",38.65389,-77.52611,"Atlantic","WSW",85,88,"Virginia",10,38.08333,-78.91667,"Atlantic",5,"D","Public",27,5,2003,137.033875355077,-117.094440744754,0.398983510320424,0.518798083901873,0.20191609812745,-0.316881985774423,1.45690703392029,-0.485712021589279,1.46024680137634,0.0587021708488464,1.59244608879089,2.22687149047852,1.99911844730377,0.821913003921509,-2.36601662635803,-1.20986413955688,1.90829074382782,1,1,38.5833333333333,-77.5833333333333,38.0833333333333,-78.9166666666667,-115.044006017954,129.113601943046,"Public"
"116",2121,"F",30,6,2001,10,47,"Massachusetts",41.91667,-70.75,"Atlantic","NNW",101.3,58,"New Hampshire",10,43.25,-71.58333,"Atlantic",10,"A","Other",17,4,2002,163.144580549041,-24.5094309015058,0.0389859875286843,0.378864857018435,0.068079547104079,-0.310785309914356,-1.31589317321777,0.834525942802429,-1.39824831485748,1.42830789089203,-1.27255988121033,1.44629848003387,2.20535802841187,1.22566485404968,3.51500844955444,4.13490009307861,1.55340433120728,1,1,41.9166666666667,-70.75,43.25,-71.5833333333333,-24.5094630916846,163.145032143059,"Public"
"117",2130,"M",30,6,2002,10,66,"Ohio",39.41667,-82.25,"Mississippi",NA,0,66,"Ohio",10,39.41667,-82.25,"Mississippi",5,"D","Bander",8,5,2003,0,NA,0.313640102578991,0.274640731601103,0.31557555523298,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,39.4166666666667,-82.25,39.4166666666667,-82.25,NA,0,"Researcher"
"118",2131,"M",9,6,2001,10,59,"New Jersey",40.75,-75.08333,"Atlantic","NW",14.4,72,"Pennsylvania",10,40.91667,-75.25,"Atlantic",7,"A","Bander",27,4,2002,23.2423169314986,-37.1634409503237,0.343363125479543,0.0656118449702424,0.138626796341994,0.0730149513717521,-1.37979984283447,0.893723428249359,-1.44954526424408,0.864555180072784,-1.35509037971497,1.62492036819458,2.11007833480835,1.19034945964813,4.37666940689087,4.13984251022339,1.49644780158997,0,0,40.75,-75.0833333333333,40.9166666666667,-75.25,-37.16344273986,23.2418523035504,"Researcher"
"119",2132,"M",9,6,2001,10,59,"New Jersey",40.75,-75.08333,"Atlantic","W",8.7,72,"Pennsylvania",10,40.75,-75.25,"Atlantic",5,"D","Public",41,6,2002,14.0756597287109,-89.9456022439289,0.565269684590341,0.0656118449702424,0.634199448395994,0.568587603425751,-1.37979984283447,0.893723428249359,-1.44954526424408,0.864555180072784,-1.35509037971497,1.62492036819458,2.11007833480835,1.19034945964813,4.37666940689087,4.13984251022339,1.82943511009216,0,0,40.75,-75.0833333333333,40.75,-75.25,-89.9456033318631,14.0753782212317,"Public"
"120",2138,"F",9,6,2008,10,91,"Wisconsin",44.41667,-89.58333,"Mississippi","W",8.2,91,"Wisconsin",10,44.41667,-89.75,"Mississippi",7,"A","Bander",20,6,2009,13.2740554973137,-89.9416762138149,0.602966081192239,0.914211061111918,0.270576281027725,-0.643634780084192,0.171240776777267,-1.59230494499207,0.492985963821411,-1.27536249160767,-0.0702112540602684,0.627067565917969,1.74313831329346,0.787279188632965,-2.3507227897644,-4.03339576721191,1.90442943572998,0,0,44.4166666666667,-89.5833333333333,44.4166666666667,-89.75,-89.941677383731,13.2737907756845,"Researcher"
"121",2171,"F",30,6,2005,10,76,"Quebec",45.41667,-74.08333,"Atlantic","SSW",480.1,46,"Maryland",10,38.75,-76.75,"Atlantic",5,"D","Bander",11,5,2006,772.549451781826,-162.500873255618,0.313640102578991,0.274640731601103,0.31557555523298,0,1.45266234874725,-0.781590461730957,1.38667869567871,-1.77714550495148,1.40246295928955,1.98909711837769,1.24937689304352,1.79679608345032,4.88090419769287,6.30973386764526,1.90442943572998,1,1,45.4166666666667,-74.0833333333333,38.75,-76.75,-162.500885773013,772.549020006425,"Researcher"
"122",2186,"F",7,6,2007,10,72,"Pennsylvania",40.91667,-75.25,"Atlantic",NA,0,72,"Pennsylvania",10,40.91667,-75.25,"Atlantic",7,"A","Bander",10,5,2008,0,NA,0.313640102578991,0.274640731601103,0.31557555523298,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,40.9166666666667,-75.25,40.9166666666667,-75.25,NA,0,"Researcher"
"123",2191,"F",3,6,2006,10,91,"Wisconsin",44.41667,-89.58333,"Mississippi","W",8.2,91,"Wisconsin",10,44.41667,-89.75,"Mississippi",7,"A","Bander",6,6,2007,13.2740554973137,-89.9416762138149,0.602966081192239,0.914211061111918,0.270576281027725,-0.643634780084192,2.29098749160767,1.84992396831512,1.89004981517792,0.0740683525800705,2.69220304489136,0.254473328590393,4.12434434890747,3.49973773956299,3.96430945396423,5.29707002639771,-0.43347579240799,0,0,44.4166666666667,-89.5833333333333,44.4166666666667,-89.75,-89.941677383731,13.2737907756845,"Researcher"
"124",2193,"U",22,6,2007,10,72,"Pennsylvania",40.91667,-75.25,"Atlantic","E",8.7,72,"Pennsylvania",10,40.91667,-75.08333,"Atlantic",7,"A","Bander",11,5,2008,14.0404551759229,89.9454188280998,0.160527652779794,0.138626796341994,0.31005951516911,0.171432718827116,-0.168136194348335,0.446537584066391,-0.0667371600866318,2.42503476142883,-0.230079144239426,0.594898641109467,0.956676602363586,0.462006896734238,2.46172046661377,2.50880599021912,1.95776569843292,0,0,40.9166666666667,-75.25,40.9166666666667,-75.0833333333333,89.9454199233658,14.0401750777786,"Researcher"
"125",2198,"F",26,6,2007,10,72,"Pennsylvania",40.91667,-75.25,"Atlantic","S",11.5,72,"Pennsylvania",10,40.75,-75.25,"Atlantic",7,"A","Bander",3,4,2008,18.5088181471057,-180,0.447191174335898,0.138626796341994,0.566119901291915,0.42749310494992,-0.168136194348335,0.446537584066391,-0.0667371600866318,2.42503476142883,-0.230079144239426,0.594898641109467,0.956676602363586,0.462006896734238,2.46172046661377,2.50880599021912,1.10261416435242,0,0,40.9166666666667,-75.25,40.75,-75.25,-180,18.5084479727804,"Researcher"
"126",2205,"F",27,6,2007,10,72,"Pennsylvania",40.91667,-75.25,"Atlantic","S",11.5,72,"Pennsylvania",10,40.75,-75.25,"Atlantic",7,"A","Bander",13,5,2008,18.5088181471057,-180,0.447191174335898,0.138626796341994,0.566119901291915,0.42749310494992,-0.168136194348335,0.446537584066391,-0.0667371600866318,2.42503476142883,-0.230079144239426,0.594898641109467,0.956676602363586,0.462006896734238,2.46172046661377,2.50880599021912,1.21251177787781,0,0,40.9166666666667,-75.25,40.75,-75.25,-180,18.5084479727804,"Researcher"
"127",2237,"F",1,7,2007,10,72,"Pennsylvania",39.75,-76.75,"Atlantic","NE",105,72,"Pennsylvania",10,40.75,-75.25,"Atlantic",7,"A","Bander",13,4,2008,169.161319296623,48.4920517943729,0.350587591329172,0.54318478734214,0.566119901291915,0.022935113949775,0.120018184185028,0.692535936832428,0.000458564783912152,2.05009531974792,0.338162630796432,1.11283898353577,1.40248358249664,0.773486733436584,2.25361633300781,2.08462023735046,1.21251177787781,1,1,39.75,-76.75,40.75,-75.25,48.4920517943729,169.161319296623,"Researcher"
"128",2253,"M",19,6,2009,10,72,"Pennsylvania",40.91667,-75.25,"Atlantic","S",11.5,72,"Pennsylvania",10,40.75,-75.25,"Atlantic",4,"D","Public",5,5,2010,18.5088181471057,-180,0.443112207867615,0.134126868921469,0.538104224125417,0.403977355203948,-1.31082499027252,1.03160965442657,-0.830133199691772,0.00236864201724529,-1.75009822845459,0.44121116399765,3.90363430976868,3.33504104614258,0.34688001871109,1.1609011888504,1.21251177787781,0,0,40.9166666666667,-75.25,40.75,-75.25,-180,18.5084479727804,"Public"
"129",2254,"F",19,6,2009,10,72,"Pennsylvania",40.91667,-75.25,"Atlantic","E",8.7,72,"Pennsylvania",10,40.91667,-75.08333,"Atlantic",7,"A","Bander",3,6,2010,14.0404551759229,89.9454188280998,0.157061982871244,0.134126868921469,0.287559878066483,0.153433009145014,-1.31082499027252,1.03160965442657,-0.830133199691772,0.00236864201724529,-1.75009822845459,0.44121116399765,3.90363430976868,3.33504104614258,0.34688001871109,1.1609011888504,1.48322653770447,0,0,40.9166666666667,-75.25,40.9166666666667,-75.0833333333333,89.9454199233658,14.0401750777786,"Researcher"
"130",2256,"F",19,6,2009,10,72,"Pennsylvania",40.91667,-75.25,"Atlantic","E",8.7,72,"Pennsylvania",10,40.91667,-75.08333,"Atlantic",5,"D","Bander",3,6,2010,14.0404551759229,89.9454188280998,0.157061982871244,0.134126868921469,0.287559878066483,0.153433009145014,-1.31082499027252,1.03160965442657,-0.830133199691772,0.00236864201724529,-1.75009822845459,0.44121116399765,3.90363430976868,3.33504104614258,0.34688001871109,1.1609011888504,1.99929702281952,0,0,40.9166666666667,-75.25,40.9166666666667,-75.0833333333333,89.9454199233658,14.0401750777786,"Researcher"
"131",2258,"M",25,6,2009,10,72,"Pennsylvania",40.91667,-75.25,"Atlantic",NA,0,72,"Pennsylvania",10,40.91667,-75.25,"Atlantic",7,"A","Bander",24,5,2010,0,NA,0.313640102578991,0.274640731601103,0.31557555523298,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,40.9166666666667,-75.25,40.9166666666667,-75.25,NA,0,"Researcher"
